sonaID,EnglishDominant,EnglishNative,languagelist,AofExposure,Gender,Age,SLH
31954,Yes,Yes,"English, French","0, 11",Female/Non-binary... haven't figured it out yet.,19,No
35620,No,No,"Japanese, Mandarin, English, Spanish, French, Korean","0, 6, 6, 20, 20, 22",Female,22,No
31846,Yes,Yes,"Italian, French, Spanish","0, 0, 0",Male,31,No
35623,Yes,No,"Cantonese, Mandarin, English, Spanish","0, 7, 7, 14",Female,18,No
35629,No,No,"English, French","0, 6",Female,18,No
22462,Yes,Yes,"English, Cantonese, Mandarin, Japanese","0, 0, 6, 18",female,21,No
31777,Yes,Yes,"English, Mandarin, Cantonese, Japanese","10, 0, 12, 15",female,22,No
35632,Yes,Yes,"English, my native language, French, I speak French with advanced proficiency, I am majoring in French in university, Japanese, I learned Japanese for three years in high school, Italian, I am currently learning Italian for fun","0, 5, 15, 20",Female,20,No
17419,Yes,Yes,"English, Shanghainese, French, Mandarin, Spanish","0, 0, 10, 1, 15",Female,23,No
35626,Yes,Yes,"English, Cantonese, Mandarin, French","0, 0, 7, 9",Female,18,No
28120,No,Yes,"English, Mandarin, Cantonese, French, German, Sanskrit, Gan Chinese","6, 0, 0, 9, 19, 20, 0",Female,20,No
35635,Yes,No,"English(NA), Mandarin","1, 0",male,20,No
35638,Yes,Yes,"English, Spanish, French","0, 9, 7",Male,18,No
35641,Yes,Yes,"Mandarin, Spanish","0, 14",Male,19,No
26902,Yes,Yes,"English, French","0, 12",Female,20,No
35647,No,No,"Mandarin, English, Japanese","0, 4, 18",Female,18,No
35644,Yes,Yes,"English, French","0, 10","Assigned female at birth, non-binary",27,No
35650,No,No,"English, Korean, French, Mandarin","11, 0, 15, 7",male,19,No
35608,Yes,Yes,English,0,Female,18,No
35659,Yes,Yes,"English, Mandarin, Shanghainese, Japanese, Korean, French, Cantonese","0, 0, 0, 13, 14, 0, 0",Female,20,No
33793,Yes,Yes,"Spanish, English, French, German","0, 0, 5, 18",Male,19,No
35662,Yes,Yes,"English, French, Tagalog","0, 5, 0",female,18,No
35665,Yes,Yes,"Spanish, Italian, English","0, 17, 0",transmasculine nonbinary,18,No
35671,Yes,Yes,"Bengali, French, Hindi, Spanish, Japanese, Korean, Mandarin","2, 8, 12, 10, 13, 16, 16",Male,21,No
32116,Yes,Yes,"Tagalog, Mandarin, French, Spanish, Portuguese","0, 0, 0, 15, 18",Female,18,No
35656,Yes,Yes,"English, French, Italian","0, 6, 18",Female,18,No
33349,Yes,Yes,"English, Spanish","0, 13",Female,19,No
35653,Yes,Yes,"Cantonese, French, Mandarin","0, 5, 5",Male,18,No
35686,No,No,"Korean, English","0, 8",male,29,No
35680,Yes,Yes,"English, Cantonese, French, Spanish, Mandarin, Japanese","0, 0, 8, 18, 10, 10",Male,19,No
26527,NA,NA,,,NA,NA,"Yes, please specify the disorder or disability:"
35692,No,No,"English, American Sign Language","0, 0",Female,19,No
35695,Yes,Yes,"French, English","5, 0",Female,20,No
32170,Yes,Yes,"English, French, Italian, Mandarin","0, 5, 19, 0",Female,19,No
35701,Yes,Yes,"English, Turkish, French, Spanish, German","3, 0, 13, 15, 18",Female,18,No
31678,Yes,Yes,"English, Spanish, French, ASL","0, 11, 18, 21",Female,22,No
35704,Yes,Yes,"Canadian English, Cantonese, French","0, 0, 11",Female,19,No
35707,Yes,Yes,"English, Spanish, Hungarian","0, 0, 0",Male,32,No
35677,Yes,Yes,"Vietnamese, French, English, Cantonese, Mandarin","0, 10, 5, 15, 12",Female,20,No
15325,Yes,No,"Cantonese, Mandarin, Hakka, English","0, 6, 6, 13",male,77,No
34243,Yes,No,"English, Mandarin, Korean, Spanish","10, 0, 18, 14",female,23,No
35713,No,No,"Cantonese, Mandarin, English, Korean, Japanese","0, 0, 4, 12, 12",female,18,No
35689,No,No,Farsi,0,Male,19,No
35344,Yes,Yes,English,0,Female,19,No
35716,Yes,Yes,"English, Mandarin, French","0, 0, 12",Male,19,No
35065,No,No,"French (native), English (educational), Spanish (educational)","0, 7, 13",Female,22,No
35725,Yes,Yes,"Hebrew, English, French, Japanese","0, 0, 10, 14",Male,18,No
27166,Yes,Yes,"English, Cantonese, French, Tibetan","0, 0, 10, 19",Male,20,No
28279,No,No,"English, Portuguese, French","0, 4, 8",female,19,No
35719,Yes,Yes,"English, Polish, French, Spanish","0, 0, 10, 16",Male,18,No
33490,Yes,Yes,"English, French, ASL, Persian/Farsi","0, 9, 16, 18",Female,18,No
35731,Yes,No,"Mandarin, English","0, 6",Female,19,No
31069,Yes,Yes,"English, Punjabi, Hindi","0, 0, 0",woman,21,No
27262,No,No,"Korean, English, Japanese","0, 11, 22",Female,24,No
27088,Yes,Yes,"English, Mandarin, French, Ancient Greek, Latin, Modern Greek, Taiwanese","1, 0, 6, 18, 18, 16, 0",Nonbinary,20,No
34993,Yes,Yes,"Mandarin - Educational, English","9, 0",Female,18,No
35737,Yes,Yes,English,1,Female,24,No
34108,Yes,Yes,"English, Filipino, Tagalog, French, Swedish, Spanish","0, 0, 0, 12, 19, 16",Male,20,No
35740,Yes,Yes,"English, Punjabi, HIndi, French, German","0, 0, 0, 10, 18",female,21,No
35743,Yes,Yes,"english, punjabi, hindi, french, german","0, 0, 1, 10, 18",female,21,No
35746,Yes,Yes,"English, French, Spanish, German","0, 6, 15, 17",Female,17,No
35749,No,No,"Cantonese, English, Mandarin","0, 2, 3",F,18,No
35734,No,No,"French, English, spanish","3, 7, 0",female,19,No
35752,Yes,Yes,"English, Korean, Indonesian, Japanese, Mandarin","0, 0, 0, 15, 10",Female,25,No
33286,Yes,Yes,"English, Shanghainese, Mandarin, French","0, 0, 0, 10",Female,19,No
35710,Yes,Yes,"English, French","0, 0",Female,20,No
35755,Yes,Yes,"English, Mandarin, Cantonese","0, 0, 0",Male,19,No
35176,Yes,Yes,"English, Punjabi, French","0, 0, 5",Female,18,No
35758,Yes,Yes,"English, French, Portuguese, Spanish, German, Polish","0, 10, 0, 0, 10, 0",Female,18,No
34636,Yes,Yes,"English, French, ASL","0, 5, 18",Female,20,No
35761,Yes,Yes,"English, Turkish, German, Spanish","0, 0, 0, 16",woman,22,No
34816,Yes,Yes,"English, French, Mandarin, Korean","0, 9, 9, 5",Male,19,No
35764,Yes,No,"Cantonese, English, Mandarin, Japanese","0, 0, 0, 15",Female,18,No
35767,Yes,Yes,"English, French, Dutch","0, 3, 16",Prefer not to say,18,No
35770,Yes,Yes,"English, French, Spanish","0, 4, 17",Female,17,No
31912,Yes,Yes,"English, French, Spanish","0, 5, 18",Female,19,No
35776,Yes,Yes,"English, French","0, 0",Male,35,No
18499,Yes,Yes,"English, Cantonese, Mandarin, Korean (educational), French (educational)","0, 0, 10, 16, 14",Female,23,No
28462,Yes,Yes,"English, French, Italian, Dutch","0, 10, 18, 19",female,20,No
35782,Yes,No,"Urdu, English, Arabic (reading)","0, 0, 0",Male,19,No
35788,Yes,No,"Korean, English, French","0, 7, 10",Female,20,No
35791,Yes,Yes,"English, Mandarin, French, Cantonese, Spanish","0, 9, 6, 0, 2",Non-binary,19,No
35794,Yes,No,"Vietnamese, English, Mandarin, Spanish","3, 6, 16, 17",Male,19,No
23785,Yes,Yes,"English, French, Mandarin, Spanish, German, Russian","0, 11, 18, 15, 23, 20",female,23,No
35437,No,No,"Cantonese, Mandarin, French, English","0, 6, 18, 0",female,18,No
31255,Yes,Yes,"English, Mandarin, French, German","0, 0, 10, 19",Male,21,No
35434,Yes,Yes,"Emirati Arabic, Spanish","0, 15",NA,19,No
35803,Yes,Yes,"English, French, Japanese, Spanish, Russian","0, 0, 0, 12, 18",Female,18,No
31819,No,Yes,"Mandarin, French","0, 7",female,19,No
32440,Yes,Yes,"English, Hindi, Punjabi, Haryanvi, Marathi, French, Sanskrit","5, 0, 0, 0, 8, 15, 10",Female,19,No
35815,Yes,Yes,"English, Bangla","0, 0",woman,17,No
33808,Yes,Yes,"English, Urdu, Hindi, Spanish","0, 0, 0, 0",Female,19,No
35329,Yes,Yes,"English, Arabic","0, 0",Male,18,No
32860,Yes,Yes,"English, Hindi, French, Gujarati","0, 0, 0, 0",Female,19,No
35824,Yes,Yes,"English, French","0, 5",Female,21,No
35281,Yes,No,"Engish, Punjabi, Hindi, French","5, 0, 0, 12",Male,19,No
35827,Yes,No,"English, hindi, spanish, marathi, gujarati","0, 0, 12, 0, 0",female,19,No
31480,No,No,"Tagalog, English","0, 0",Female,19,"Yes, please specify the disorder or disability:"
35830,Yes,Yes,"English, Mandarin, French","0, 0, 9",female,21,No
34879,Yes,Yes,"English, Italian, French","0, 0, 0",Woman,18,No
33001,Yes,Yes,"English, Hindi, French, Tamil, Kanada","4, 0, 18, 0, 0",NA,NA,No
35842,Yes,Yes,"English, Spanish, French","0, 14, 10",rather not say,18,No
31402,Yes,Yes,"English, Korean, Chinese (Mandarin)","5, 0, 9",Male,21,No
25600,No,No,"Cantonese, Mandarin, English","0, 5, 4",Female,21,No
35410,Yes,Yes,"English, Mandarin, Taiwanese Minnan, Japanese","0, 0, 0, 10",Not specified,19,No
35845,Yes,Yes,"English- native, French- immersion (grades 1-8), core (grades 9-12)","0, 6",Female,19,No
34429,Yes,Yes,"English, French, Punjabi","0, 9, 0",Female,18,No
35500,Yes,No,"Mandarin, English","0, 6",Female,18,No
34246,Yes,Yes,"Arabic, English","0, 0",female,25,No
35848,Yes,Yes,"English, Tagalog, Filipino, Spanish, Catalan","0, 0, 14",female,21,No
35851,Yes,No,"English, French, Tagalog/Filipino, Ilocano, Itneg, Spanish","7, 11, 0, 0, 0, 0",female,18,No
32119,Yes,Yes,"English, Arabic, French","0, 0, 10",female,21,No
35854,Yes,Yes,"English, Russian, Spanish, Korean, Ukrainian","0, 0, 15, 17, 0",Cisgender woman,19,No
35857,Yes,Yes,"English, Cantonese, Canadian French","0, 0, 9",Male,22,"Yes, please specify the disorder or disability:"
35488,No,No,"English, Hindi, Telugu, German, French","5, 6, 0, 17, 15",Female,NA,No
35863,Yes,No,"English, Arabic","4, 1",Male,20,No
35866,No,No,"mandarin, English","0, 5",female,18,No
35785,Yes,Yes,"English, French","0, 10",Male,19,No
28477,Yes,Yes,"English, French","0, 0",female,19,No
20347,Yes,Yes,"English, French, Mandarin, Shanghainese, Cantonese, Vietnamese","0, 8, 0, 0, 0, 0",Woman,23,No
35869,Yes,Yes,"English, Mandarin, French","0, 0, 10",Female,18,No
35101,NA,NA,"English, French, Urdu","0, 0, 0",female,19,No
35878,No,No,"Mandarin, English","1, 6",male,19,No
27523,Yes,Yes,"English, Mandarin, French, Spanish","0, 0, 9, 14",Woman,20,"Yes, please specify the disorder or disability:"
34894,Yes,No,"Singaporean English, North American English, Mandarin Chinese","3, 15, 3",Male,20,No
35884,Yes,Yes,english,0,male,21,No
35887,Yes,No,"Mandarin, English","0, 3",Cisgender Male,18,No
35890,Yes,Yes,"English, Hindi, Gujrati, Marathi, French, Spanish","0, 0, 0, 0, 10, 16",Male,20,No
31330,Yes,Yes,"English, Japanese, Scots Leid, Gaeilge, Mandarin, Cantonese, French Canadian, hən̓q̓əmin̓əm̓","0, 8, 5, 5, 21, 26, 11, 28",Female,28,"Yes, please specify the disorder or disability:"
35536,Yes,Yes,"English, Cantonese, French","0, 0, 14",Female,19,No
35896,Yes,Yes,English,0,Female,19,No
32641,Yes,Yes,"English, Tagalog, French, Korean, Spanish","0, 0, 12, 16, 14",Female,18,No
33142,Yes,No,"English, Malayalam, French, Hindi","3, 0, 8, 4",Woman,20,No
32548,Yes,NA,"Tagalog, Filipino, English","0, 0, 0",Female,20,No
34285,No,No,"english, American Sign Language, French","0, 0, 9",Female,23,No
33325,Yes,Yes,Punjabi,0,Female,19,No
31555,Yes,Yes,"English, Cantonese, Mandarin, French","0, 0, 5, 13",Male,19,No
35902,No,No,"English, Tagalog","0, 0",female,19,No
35908,No,No,"Mandarin, English, Japanese, French","0, 3, 3, 18",Female,18,No
35674,Yes,Yes,"English, Urdu, Spanish, French","6, 0, 0, 0",Male,20,No
35911,Yes,Yes,"English, Vietnamese, Spanish","0, 0, 15",Female,20,No
35914,Yes,Yes,"English, Hindi, Gujarati, Marathi, German","0, 0, 0, 0, 10",Femala,18,No
32215,Yes,Yes,"English, French","0, 5",Female,21,No
35818,No,No,"Korean (South), English","0, 7",she/her,19 years old,No
35917,Yes,No,"Mandarin, English, French","0, 4, 8",Male,18,No
35800,Yes,Yes,"English, Turkish, Arabic, Turkmen","0, 0, 0, 0",Woman,19,No
35920,Yes,Yes,"English, Thai, Mandarin, Japanese","0, 0, 10, 15",male,18,No
35668,Yes,No,"Punjabi, Hindi, English","0, 0, 5",Female,22,No
28387,Yes,Yes,"English, french, spanish","0, 5, 18",female,19,"Yes, please specify the disorder or disability:"
28546,Yes,Yes,"English, Spanish, French","0, 0, 0",Female,20 years old,No
35929,Yes,Yes,"English, French, Tagalog","0, 11, 0",Male,19,No
35284,Yes,Yes,"English, Cantonese, Mandarin, French","0, 0, 4, 8",female,19,No
35926,No,No,"Mandarin, Canadian English","0, 5",female,20,NA
35923,Yes,Yes,"English, Cantonese, French","0, 0, 13",female,18,No
35935,Yes,No,"English, Mandarin","5, 0",Male,19,No
35941,Yes,Yes,"Spanish, English","0, 0",female,21,No
35698,Yes,Yes,"English, Mandarin","5, 0",Male,19,No
35944,Yes,Yes,"English, Afrikaans, Xhosa, Spanish","1, 6, 6, 16",Female,19,No
21118,Yes,Yes,"English, Mandarin","0, 0",Female,22,No
34996,Yes,Yes,"English, Japanese, French, Spanish, Mandarin, Norwegian, ASL","0, 0, 11, 14, 19, 18, 17",female,19,No
35932,No,No,"Mandarin, English, German, Wu Chinese Language, Cantonese","0, 15, 19, 0, 17",Female,20,No
35947,Yes,Yes,"English, Cantonese, Mandarin","1, 1, 2",female,19,No
35953,Yes,Yes,"Hindi, French, Arabic","0, 5, 5",female,18,No
31783,Yes,Yes,"English, Russian, French, Spanish","7, 0, 13, 14",female,20,No
35773,Yes,Yes,English,0,male,18,No
34372,Yes,Yes,English,0,Male,19,No
35950,No,No,"Japanese, English, French","0, 0, 0",male,22,No
32158,Yes,Yes,"English, Korean, French, Spanish","0, 0, 11, 16",Male,19,No
31882,Yes,Yes,"English, French, Mandarin, ASL","0, 5, 24, 22",Male,24,No
35959,Yes,Yes,"English, Vietnamese, French","0, 0, 0",male,22,No
35962,Yes,Yes,"English, German","0, 18",Female,19,No
28447,Yes,Yes,"English, French, Japanese, Indonesian, Mandarin, Korean","0, 5, 17, 0, 17, 17",female,20,No
35965,Yes,Yes,"English, French","0, 8",Male,21,No
35332,Yes,Yes,"English / native, French / educational, Spanish / educational, Japanese / educational, Ukrainian / exposed at birth, Portuguese / exposed at birth","0, 10, 14, 16, 0, 0",Woman,19,No
32290,Yes,Yes,"English, German, Italian, Spanish, French, Brazilian Portuguese, Emilian, Farsi, Attic Greek, Mandarin","0, 0, 0, 15, 13, 17, 14, 20, 19, 17",Male,21,No
35968,Yes,Yes,"English, French, Spanish, Japanese","0, 3, 14, 18",Female,20,No
35971,Yes,Yes,English,0,Male,25,No
16573,Yes,Yes,"Korean, English, French, Mandarin","0, 6, 10, 20",Female,23,No
35977,Yes,Yes,"English, French, Igbo, Chinese Mandarin, Nigerian Pidgin, Spanish, Twi, Nepali","0, 5, 0, 12, 0, 18, 14, 11",Woman,19,No
14533,Yes,Yes,"English, Russian","4, 0",Female,25,No
30733,Yes,Yes,"English, Spanish, French","0, 0, 8",Male,22,No
35980,Yes,Yes,"English, Hindi, French","0, 6, 13",man,18,No
30472,Yes,Yes,"English, French","0, 4",Female,20,No
35986,Yes,No,"Mandarin, English, Cantonese","1, 3, 18",female,18,No
35881,Yes,Yes,"English, Marathi, Hindi, Spanish, French","5, 0, 5, 19, 17",Male,21,No
35872,Yes,Yes,"English, Mandarin, Cantonese, French, Korean","0, 0, 0, 11, 11",Female,19,No
35989,Yes,Yes,"English, Cantonese, Mandarin, Spanish","0, 0, 0, 14",Female,18,No
29545,Yes,Yes,"English, Mandarin, Cantonese, French, Spanish","0, 4, 4, 9, 15",woman/cisgender,21,No
31531,Yes,Yes,"North American English, Standard Mandarin (Putonghua), Shanghainese Wu, Pu-Xian Min, Cantonese, French, Amoy Hokkien/Southern Min, German, Guanzhong Mandarin","2, 0, 7, 0, 2, 2, 2, 0",Male,19,No
35983,Yes,Yes,"English, Arabic","0, 0",female,23,No
35956,No,No,"english, Mandarin, Japanese","19, 0, 24",female,25,No
35995,Yes,Yes,"English, Vietnamese","0, 0",female,20,No
35299,Yes,Yes,"English, Mandarin Chinese, (at home), French, (educational)","0, 0, 6",Female,18,No
35998,Yes,No,"Japanese, English","0, 13",Male,20,No
35254,Yes,Yes,"English - Native, ASL - beginner level, educational, Tagalog Filipino - parent's native language, picking u p bits, French Canadian - educational","0, 16, 0, 8",female,18,No
36007,Yes,Yes,"English, Cantonese, Mandarin, French, Spanish, Japanese","0, 0, 7, 8, 6, 13",Male,19,No
36031,Yes,Yes,"English, Hindi","1, 0",woman/female,19,No
36016,Yes,Yes,"English, Tagalog, Spanish (Castilian)","0, 6, 15",Female,18,No
36034,Yes,Yes,"English, French","0, 6",Man,19,No
36028,Yes,No,"Mandarin, Japanese, French, English","0, 0, 0, 0",female,18,No
36022,Yes,No,"farsi, English","0, 0",m,21,No
36037,No,No,"Japanese, English, French, Korean","0, 0, 11, 22",Female,24,No
36049,Yes,Yes,"Arabic, English, German","4, 6, 10",male,19,No
36046,Yes,Yes,"English, Hindi, Gujarati, French","0, 0, 0, 0",Female,19,No
36052,Yes,Yes,"English, Serbian, Croatian, French","0, 0, 0, 9",Female,19,No
35524,Yes,Yes,"Canada English, Australian English, British English, American English","0, 10, 12, 2",female,21,No
27418,Yes,No,"Korean, English, French","0, 7, 10",Male,20,No
36079,Yes,Yes,"English, French","0, 13",Male,22,No
36064,Yes,Yes,"English, Hindi, French","0, 0, 8",Male,18,No
36070,Yes,Yes,"English, Punjabi, French","0, 0, 10",Female,18,No
36067,No,No,"English, Cantonese, Toishan","0, 0, 0",Female,22,No
35809,No,No,"Korean, English","0, 11",women,19,No
26512,Yes,Yes,"English, Cantonese","0, 0",Female,21,No
36076,No,No,"Mauritian Creole, French, English","0, 0, 0",Male,19,No
36061,Yes,Yes,"English, Tagalog, Bisiya, Mandarin, Hokkien","0, 0, 0, 0, 0",Make,18,No
36073,Yes,Yes,"English, Russian","0, 18",Female,21,No
36082,Yes,Yes,"English, Mandarin","0, 0",Male,18,No
34804,Yes,Yes,"English, Chinese, Spanish","4, 1, 13",male,17,No
36085,Yes,Yes,"English, Shanghainese, Mandarin","5, 0, 7",Male,18,No
36094,Yes,Yes,"English, Mandarin","0, 0",Male,18,No
36091,Yes,Yes,"English, Vietnamese, Mandarin, French","0, 0, 9, 8",Female,21,No
36010,Yes,Yes,"English, Cantonese, Mandarin, French","0, 0, 3, 12",Male,19,No
36097,Yes,Yes,"English, Greek, French","0, 0, 0",female,19,No
34801,Yes,Yes,"English, French, Tagalog, Vietnamese","0, 12, 0, 0",male,18,No
36100,Yes,Yes,"English, Sinhala","0, 0",male,20,"Yes, please specify the disorder or disability:"
36088,Yes,Yes,"English, Mandarin, French","0, 0, 10",Female,18,No
16294,No,Yes,"English, Chinese","0, 0",M,25,No
36106,Yes,No,"Wu, Mandarine, English","0, 0, 0",male,18,No
36109,Yes,Yes,"English, Punjabi","0, 0",Male,19,No
36025,Yes,Yes,"English, French, Punjabi, Hindi","0, 5, 0, 0",Female,21,No
36112,No,No,"Vietnamese, English, French","0, 0, 0",Female,22,No
36115,Yes,Yes,"American English, Mandarin, Hong Kong-Cantonese, Mexican Spanish, Shanghainese, Korean","0, 0, 0, 0, 0, 19",Male,20,No
36124,Yes,Yes,"English, French, Spanish, Japanese","0, 11, 19, 0",Male,19,No
36130,Yes,Yes,"Korean, English","0, 12",female,18,No
36133,Yes,Yes,"English, Japanese","0, 0",male,18,No
36139,Yes,Yes,"Punjabi, French","0, 10",Female,19,No
36127,Yes,Yes,"English, Mandarin, Spanish","3, 0, 15",Woman,19,No
36142,Yes,No,"Mandarin, English, Cantonese, Kaipingnese","0, 9, 0, 0",male,19,No
36145,Yes,Yes,"English, Hindi, Punjabi, Spanish","0, 0, 0, 0",Female,19,No
35812,Yes,Yes,"English, French","0, 4",Female,19,No
36160,Yes,Yes,"English, French, Italian","0, 13, 19",Female,19,No
36166,Yes,Yes,english,0,female,19,No
36163,Yes,No,"Mandarin, English, French","0, 11, 14",Male,21,No
36172,Yes,Yes,"English, French","0, 12",Male,20,No
36175,Yes,Yes,"American/Canadian English, Korean, Mandarin, French, Spanish","4, 0, 6, 11, 8",Female,18,No
36181,No,No,"Russian, Uzbek, Karakalpak, Korean, English","0, 0, 0, 0, 0",Female,21,No
36184,Yes,No,"English, Hindi, Bengali, French, Assamese","5, 0, 0, 8, 8",Male,19,"Yes, please specify the disorder or disability:"
36118,No,No,"Korean, English","0, 0",Male,19,No
36187,Yes,Yes,"English, Vietnamese, French","5, 0, 13",Male,19,No
36193,Yes,Yes,"Mandarin, Cantonese, French, Shanghainese","0, 0, 8, 0",Woman,17,No
36178,Yes,No,"Taiwanese, Mandarin, Cantonese, English, Japanese","8, 0, 2, 6, 0",Female,18,No
36151,Yes,Yes,"English, Cantonese, Mandarin, French","0, 0, 5, 5",Female,22,No
36199,Yes,Yes,"English, Tagalog, French, Mandarin","0, 0, 5, 5",male,19,No
36202,Yes,Yes,"Vietnamese, English, French","0, 4, 9",female,18,No
36208,Yes,No,"English, Urdu, Punjabi, Malay, French, Hindi, Mandarin","1, 0, 3, 10, 15, 1, 7",female,22,No
36211,No,No,"Mandarin, English","0, 0",male,19,No
34819,Yes,No,"Vietnamese, English, Japanese","0, 6, 11",Female,18,No
36226,No,No,"Mandarin, English","0, 5",Male,20,No
36217,Yes,No,"Hindi, English","0, 0",Female,20,No
35836,Yes,No,English,0,Male,18,No
32050,Yes,Yes,"English, French","0, 4",Woman,20,No
36241,No,No,"Cantonese, Mandarin, English, Indonesian, Korean, Japanese","0, 0, 0, 0, 12, 17",Female,20,No
36214,Yes,Yes,,,Female,19,No
36244,Yes,Yes,"Korean, French, English","0, 0, 0",Woman,19,No
36253,Yes,Yes,"English, hindi, mandarin, punjabi","0, 0, 0, 0",female,20,No
36262,Yes,Yes,"English, Mandarin, Cantonese","0, 0, 0",Woman,19,No
36247,Yes,Yes,"English, Cantonese, French, Japanese","0, 0, 11, 16",Male,18,No
28396,Yes,Yes,"English, French, Italian, Mandarin","0, 0, 0, 6",woman,22,No
36265,Yes,Yes,"Korean, English","0, 0",Female,18,No
36271,Yes,Yes,"pubjabi, hindi","0, 0",female,19,No
36274,Yes,Yes,"Spanish (Argentina), Mandarin (Simplified), English (International)","0, 12, 0",Male,19,No
36277,Yes,Yes,"English, Hebrew, French, Spanish","0, 0, 8, 15",Female,18,No
36280,Yes,Yes,"English (native), Spanish (education), French (education), Cantonese (family), Italian (brief self-study), Mandarin (brief educational)","0, 14, 7, 0, 13, 12",Female (She/Her),18,No
18490,Yes,Yes,"English, French, Italian, Musqueum, Spanish","0, 8, 19, 20, 16",female,24,No
27163,Yes,Yes,English,0,male,20,No
36289,Yes,Yes,"English, French, Japanese","0, 0, 0",Non-binary,18,No
36286,Yes,Yes,English,0,man,21,No
31765,Yes,No,"Mandarin, English","0, 7",female,19,No
33109,Yes,Yes,"English, French, Spanish, Punjabi, Russian","0, 10, 18, 18, 0",woman,19,No
36229,Yes,Yes,"English, Mandarin, French","0, 0, 11",Male,18,No
34744,Yes,No,"Mandarin, Canadian French, Japanese, Latin, Canadian English","1, 14, 13, 23, 14",Male,23,No
36292,Yes,Yes,"English, French, Spanish","0, 0, 0",Male,18,"Yes, please specify the disorder or disability:"
23545,Yes,Yes,"English, Spanish, Mandarin, Portugeuse, Taiwanese","0, 15, 0, 0, 0",Male,22,No
36295,Yes,Yes,"English, Japanese","0, 19",Female,23,No
28888,Yes,Yes,"English, Cantonese, Mandarin, Korean, French","3, 0, 10, 13, 7",Female,21,No
36298,Yes,Yes,"English, Punjabi, Hindi, German, French","3, 0, 10, 20, 10",Female,20,No
32161,Yes,Yes,"Spanish, Kutchi","13, 0",Female,18,No
36301,Yes,Yes,"English, French","0, 5",Female,19,No
36058,No,No,"Cantonese, English, Mandarin","0, 4, 4",Male,18,No
34924,Yes,No,"Cantonese, Mandarin, English","0, 0, 0",Female,18,No
36043,Yes,Yes,"French, Spanish, English","7, 15, 0",female,18,No
33925,Yes,Yes,"English, French, German, Spanish","0, 5, 16, 12",Male,20,"Yes, please specify the disorder or disability:"
36313,No,No,"english, hindi, punjabi","3, 2, 2",Male,26,No
36316,Yes,Yes,"English, Hindi, Japanese, Spanish","2, 0, 16, 7",Male,17,No
35860,Yes,No,"English, Arabic, French, Korean","0, 0, 10, 16",Female,17,No
32056,Yes,Yes,"English, Cantonese, Japanese, Mandarin, French","0, 0, 17, 4, 10",female,19,"Yes, please specify the disorder or disability:"
33526,Yes,Yes,"English, French","0, 12",Female,19,No
36322,Yes,Yes,"English, Arabic","0, 0",Male,18,No
32272,Yes,No,"Cantonese, English, Mandarin, Canadian French, Vietnamese","0, 4, 7, 11, 17",Female,19,No
35401,No,No,"English, Mandarin","6, 0",Female,19,No
35938,Yes,Yes,English,0,Female,19,No
36001,No,No,"english, korean","0, 15",male,31,No
36328,Yes,Yes,"English, Mandarin, Shanghai-nese, Korean","5, 0, 0, 0",Female,18,No
36337,Yes,Yes,"English, Hindi, Spanish","0, 0, 0",Male,18,No
36334,Yes,Yes,"Hindi, Punjabi, English, French","0, 0, 0, 10",Male,18,No
36205,No,No,"Korean (South), English, Japanese","0, 6, 18",Female,19,No
35368,Yes,Yes,"English, Thai, French, Mandarin","0, 0, 4, 6",male,19,No
36340,Yes,Yes,"English, French, Cantonese, Korean","0, 10, 0, 17",Female,18,No
35548,Yes,Yes,"English, Punjabi","0, 0",Female,17,No
36343,Yes,Yes,"English, European Portuguese, Spanish, Korean, French (Canadian)","0, 0, 14, 25, 6",she/her,30,No
36346,Yes,Yes,"Portuguese, Spanish, German, Mandarin, Japanese, French, Greek, Russian","16, 12, 22, 31, 16, 12, 24, 28",female,33,No
36349,Yes,Yes,"English, Punjabi","0, 0",Male,19,No
36352,Yes,Yes,"English, Mandarin, Spanish","0, 14, 12",Woman,19,No
28234,Yes,Yes,"English, Mandarin, Hindi, Spanish, Sindhi","0, 6, 0, 13, 0",Female,20,No
36358,Yes,Yes,"English, French (Quebec), Thai, Mandarin","0, 10, 16, 6",Transgender non-binaty,22,No
36355,Yes,Yes,"Cantonese, French","0, 7",male,18,No
36361,No,No,"Korean, English","0, 6",Female,19,No
33277,Yes,Yes,"English, Cantonese","0, 0",female,19,No
36367,Yes,Yes,"English, French (beginners), Spanish (beginners)","0, 10, 17",Female,19,No
36364,No,No,"English, Hindi","5, 1",MALE,18,No
36370,No,No,"Mandarin, Cantonese, Korean, Canadian English","0, 0, 13, 0",female,18,No
34846,Yes,Yes,"English, Japanese, French","0, 0, 10",male,18,No
36373,Yes,Yes,"Punjabi, Canadian French, Canadian English","3, 9, 2",Female,18,No
36319,Yes,Yes,"English, French, Malayalam","4, 10, 0",Male,20,No
36376,No,No,"Mandarin, English","0, 6",female,18,No
36379,Yes,Yes,"Kutchi, French","0, 5",Female,18,No
32332,No,Yes,"English, Mandarin, Cantonese, French","8, 0, 19, 14",female,19,No
36382,Yes,Yes,"English, Spanish, Greek","0, 9, 0",Male,18,No
35167,Yes,Yes,"English, Cantonese, French, Japanese, Mandarin","0, 0, 10, 18, 8",Female,20,No
36385,Yes,Yes,"English, Arabic, French, ASL, Japanese","0, 0, 0, 13, 0",Woman,18,No
36388,Yes,Yes,"English (natively), French (school), mandarin (university class)","0, 6, 19",Male,21,No
